Business Name,Address 1,Address 2,"City,State,Zip"
DOEHRINGS PHARMACY,143 SOUTH WASHINGTON,,"NASHVILLE, IL 62263"
MIDTOWN EXPRESS PHARMACY,"300 20TH AVENUE NORTH, SUITE 105",,"NASHVILLE, TN 37203"
VANDERBILT HEALTH PHARMACY,719 THOMPSON LANE,SUITE 24130,"NASHVILLE, TN 37204"
E. HARTMAN LLC DBA DEAL DRUGS,"397 WALLACE ROAD, SUITE C405",,"NASHVILLE, TN 37211"
WALGREEN CO.,5555 EDMONSON PIKE,,"NASHVILLE, TN 37211"
CAREZONE PHARMACY LLC,800 AIRPARK CENTER DRIVE STE 809,,"NASHVILLE, TN 37217"
WALGREEN CO.,3130 CLARKSVILLE PIKE,,"NASHVILLE, TN 37218"
MEDICAL CENTER EAST PHARMACY,1215 21ST AVENUE SOUTH,SUITE 1006,"NASHVILLE, TN 37232"
VANDERBILT CHILDREN'S OUTPATIENT PHARMACY,2200 CHILDREN'S WAY,VCH 2106,"NASHVILLE, TN 37232"
VANDERBILT OUTPATIENT PHARMACY,1211 MEDICAL CENTER DRIVE,TVC 1815,"NASHVILLE, TN 37232"
NASSAU PHARMACY INC,3541 US ROUTE 20,,"NASSAU, NY 12123"
"CVS PHARMACY, INC.",137 WEST CENTRAL STREET,,"NATICK, MA 01760"
UTAH NAVAJO COMMUNITY HEALTH CENTER BRANCH PHARMAC,2 RAINBOW ROAD,,"NAVAJO MOUNTAIN, UT 84536"
U-SAVE PHARMACY,1821 S. 11TH ST.,,"NEBRASKA CITY, NE 68410"
CHI HEALTH ST MARY'S,1301 GRUNDMAN BLVD,,"NEBRASKA CITY, NE 68410"
USAF 99 MDSS/SGSM,4700 LAS VEGAS BLVD,,"NELLIS AFB, NV 89191"
"WALGREEN EASTERN CO., INC.",1905 CORLIES AVE,,"NEPTUNE, NJ 07753"
DBA NUCARA PHARMACY #9,1002 SIXTH ST.,PO BOX 541,"NEVADA, IA 50201"
"CVS PHARMACY, INC.",1145 KEMPTON STREET,,"NEW BEDFORD, MA 02740"
THRIFTY WHITE PHARMACY #080,2720 SOUTH 163RD STREET,,"NEW BERLIN, WI 53151"
WALGREEN CO.,2001 NEUSE BLVD,,"NEW BERN, NC 28560"
ANDERSON BURRIS INC.,1902 S. MEMORIAL DRIVE,,"NEW CASTLE, IN 47362"
FRED'S NEIGHBORHOOD PHARMACY,320 SOUTH MAIN STREET,,"NEW CASTLE, IN 47362"
HYDE DRUG STORE,112 N LIBERTY ST,,"NEW CASTLE, PA 16102"
"WALGREEN EASTERN CO., INC.",31 CAVALRY DR.,,"NEW CITY, NY 10956"
DAVIS BROTHERS PHARMACY,615 N CHESTER ST,,"NEW CUMBERLAND, WV 26047"
KILLDEER PHARMACY INC,DBA NEW ENGLAND DRUG,713 EAST MAIN,"NEW ENGLAND, ND 58647"
NORTHERN BEDFORD PHARMACY,3499 BRUMBAUGH RD,,"NEW ENTERPRISE, PA 16664"
BENNETT PHARMACY,1 WEST MAIN,P.O.BOX 111,"NEW HAMPTON, IA 50659"
NEW HUDSON DISCOUNT PHCY,56270 GRAND RIVER,P.O. BOX 218,"NEW HUDSON, MI 48165"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",466 NELSON ROAD,,"NEW LENOX, IL 60451"
FIRST COLONY CORP,PO BOX 10,247 NEWPORT RD,"NEW LONDON, NH 03257"
WITSCHEY'SPHARMACY,155 NORTH STREET,,"NEW MARTINSVILLE, WV 26155"
BENZER LA1 LLC,2525 CANAL STREET,,"NEW ORLEANS, LA 70119"
OCHSNER PHARMACY AND WELLNESS LLC,1514 JEFFERSON HWY,,"NEW ORLEANS, LA 70121"
"WALGREEN LOUISIANA CO., INC.",4110 GENERAL DEGUALLE DR,,"NEW ORLEANS, LA 70131"
NEW PALTZ PHARMACY INC,DEDRICK'S PHARMACY OF NEW PALT,190 MAIN ST,"NEW PALTZ, NY 12561"
DUSINI DRUG INC,315 EAST HIGH AVENUE,,"NEW PHILADELPHIA, OH 44663"
BENZER FL7 LLC,3535 US HWY 19,,"NEW PORT RICHEY, FL 34652"
WESTFIELDS COMMUNITY PHARMACY,535 HOSPITAL ROAD,,"NEW RICHMOND, WI 54017"
POINTE COUPEE GENERAL HOSP,2202 FALSE RIVER DR,,"NEW ROADS, LA 70760"
CENTRAL PHARMACY INC,4 8TH ST N,,"NEW ROCKFORD, ND 58356"
APB & J CORP,DBA MEDICINE SHOPPE OF NEW SMY,1141 N DIXIE FREEWAY,"NEW SMYRNA BEACH, FL 32168"
THREE AFFILIATED TRIBES,1058 COLLEGE DRIVE,,"NEW TOWN, ND 58763"
DUANE READE,1 UNION SQ SOUTH,,"NEW YORK, NY 10003"
DUANE READE,40 WALL STREET,,"NEW YORK, NY 10005"
"WALGREEN EASTERN CO., INC.",298 FIRST AVE,,"NEW YORK, NY 10009"
DUANE READE,71 WEST 23RD STREET,,"NEW YORK, NY 10010"
DUANE READE,155 EAST 34TH STREET,,"NEW YORK, NY 10016"
DUANE READE,51 WEST 51ST STREET,,"NEW YORK, NY 10019"
DUANE READE,949 THIRD AVENUE,,"NEW YORK, NY 10022"
DUANE READE,775 COLUMBUS AVENUE,,"NEW YORK, NY 10025"
DUANE READE,2522 BROADWAY,,"NEW YORK, NY 10025"
DUANE READE,661 8TH AVENUE,,"NEW YORK, NY 10036"
DUANE READE,1498 YORK AVENUE,,"NEW YORK, NY 10075"
DUANE READE,1231 MADISON AVENUE,,"NEW YORK, NY 10128"
NEWARK HALLER'S PHARMACY,6170 THORNTON AVE SUITE E,,"NEWARK, CA 94560"
CITIHEALTH RX INC,23 COURT STREET,,"NEWARK, NJ 07102"
GENOA A QOL HEALTHCARE COMPANY LLC,1445 W. MAIN STREET,,"NEWARK, OH 43055"
"CVS PHARMACY, INC.",13-1/2 POND STREET,,"NEWBURYPORT, MA 01950"
WESTON COUNTY PHARMACY,1124 WASHINGTON BLVD,,"NEWCASTLE, WY 82701"
CARE PLUS PHARMACY LLC,1665 HIGHWAY 34E,SUITE 100,"NEWNAN, GA 30265"
WALGREEN CO.,12750 JEFFERSON AVE,,"NEWPORT NEWS, VA 23602"
GOOD HEALTH PHARMACY AT MARY IMMACULATE HOSPITAL,12720 MCMANUS BOULEVARD,SUITE 100,"NEWPORT NEWS, VA 23602"
USN- NAVAL HEALTH CLINIC NEW ENGLAND,BLDG 23,43 SMITH ROAD,"NEWPORT, RI 02841"
JABO'S PHARMACY,602 EAST BROADWAY,,"NEWPORT, TN 37821"
NORTH COUNTRY HOSPITAL AND,189 PROUTY DRIVE,,"NEWPORT, VT 05855"
NEWTON-WELLESLEY HOSPITAL,ATTN PHARMACY,2014 WASHINGTON ST,"NEWTON LOWER FALLS, MA 02462"
LADONNA POEHLER LLC,600 W JOURDAN ST,,"NEWTON, IL 62448"
LECH'S PHARMACY,291 MAIN STREET,POB 600,"NICHOLSON, PA 18446"
WESTMINSTER FAMILY DRUG,10911 NE 23RD STREET,PO BOX 489,"NICOMA PARK, OK 73066"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",9000 N. GREENWOOD AVE,,"NILES, IL 60714"
WALGREEN CO.,907 SOUTH 11TH ST,,"NILES, MI 49120"
LAKELAND MEDICAL CENTER,31 NORTH ST JOSEPH STREET,,"NILES, MI 49120"
COMMUNITY HEALTH CENTERS,150 TEJAS PLACE,,"NIPOMO, CA 93444"
MARIPOSA PHARMACY,1852 N. MASTICK WAY,,"NOGALES, AZ 85621"
NORTON SOUND HEALTH CORP,P.O BOX 966,1000 GREG KRUSCHEK AVENUE,"NOME, AK 99762"
WALGREEN CO.,5985 PEACHTREE PKWY,,"NORCROSS, GA 30092"
ATRIUM PHARMACY AT DEPAUL,155 KINGSLEY LANE,STE 125,"NORFOLK, VA 23505"
SEWELLS POINT BRANCH MEDICAL,SEWELLS POINT BRANCH MEDICAL CLINIC,1721 TAUSSIG BLVD,"NORFOLK, VA 23511"
PRESCRIPTION CARE PHARMACY,"800 ROCK CREEK RD, STE 117",,"NORMAN, OK 73069"
ACCESS PHARMACY,17833 1ST AVE. S. STE. C,,"NORMANDY PARK, WA 98148"
"WALGREEN EASTERN CO., INC.",2803 W RIDGE PIKE,,"NORRISTOWN, PA 19403"
"CVS PHARMACY, INC.",8 EAST WASHINGTON STREET,,"NORTH ATTLEBORO, MA 02760"
QFC PHARMACY 829,460 E. NORTH BEND WAY,PO BOX 329,"NORTH BEND, WA 98045"
MEDLIFE PHARMACY,2000 RT   27 NORTH,,"NORTH BRUNSWICK, NJ 08902"
FINNEY'S INSTITUTIONAL,5930 MAYFAIR RD. N.W.,,"NORTH CANTON, OH 44720"
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",5215 ASHLEY PHOSPHATE RD.,,"NORTH CHARLESTON, SC 29418"
WALGREEN CO.,4201 MEADOWDALE BLVD.,,"NORTH CHESTERFIELD, VA 23234"
"WALGREEN EASTERN CO., INC.",495 STATE RD.,,"NORTH DARTMOUTH, MA 02747"
KAISER PERMANENTE PHARMACY #264,5250 LANKERSHIM BLVD FL 9,,"NORTH HOLLYWOOD, CA 91601"
CACHE VALLEY COMMUNITY HEALTH CENTER PHARMACY,1515 NORTH 400 EAST,SUITE 104,"NORTH LOGAN, UT 84341"
KING KULLEN PHARMACIES CORP,440 SUNRISE HIGHWAY,,"NORTH PATCHOGUE, NY 11772"
NORTH POLE PRESCRIPTION LAB,167 SANTA CLAUS LANE,,"NORTH POLE, AK 99705"
LEMON BAY DRUGS NORTH INC,13221 TAMIAMI TRAIL,,"NORTH PORT, FL 34287"
WURLITZER FAMILY PHARMACY INC.,521 DIVISION ST,,"NORTH TONAWANDA, NY 14120"
ST VINCENT JENNINGS HOSPITAL,301 HENRY STREET,,"NORTH VERNON, IN 47265"
"HUIE PHARMACY, LLC",1920 WEST PARK DRIVE,,"NORTH WILKESBORO, NC 28659"
WALGREEN CO.,1395 W D STREET,,"NORTH WILKESBORO, NC 28659"
MARKET PHARMACY,9250 RESEDA BLVD,UNIT 2C,"NORTHRIDGE, CA 91324"
"NORTON COMMUNITY PHYSICIAN SERVICES,LLC",1490 PARK AVENUE NW,SUITE 7,"NORTON, VA 24273"
"WALGREEN EASTERN CO., INC.",53 PARIS ST,,"NORWAY, ME 04268"
MARSDEN PHARMACY,402 FAXON RD N,,"NORWOOD YOUNG AMERICA, MN 55368"
UMC PHARMACY,1350 ASPEN ST STE B,,"NORWOOD, CO 81423"
"CVS PHARMACY, INC.",136 NAHATAN ST.,,"NORWOOD, MA 02062"
WALGREEN CO.,4605 MONTGOMERY ROAD,,"NORWOOD, OH 45212"
KAISER FOUNDATION HEALTH PLAN,PLAN PHARMACY #361,97 SAN MARIN DRIVE,"NOVATO, CA 94945"
ST JOHN PHARMACY,26850 PROVIDENCE PARKWAY,SUITE #100,"NOVI, MI 48374"
MARTHA'S VINEYARD HOSPITAL,1 HOSPITAL ROAD,P.O. BOX 1477,"OAK BLUFFS, MA 02557"
BONFIGLIO DRUG INC,"118 MAIN, BOX 748",,"OAK CREEK, CO 80467"
USN- NAVAL HOSPITAL,PHARMACY,3475 N. SARATOGA STREET,"OAK HARBOR, WA 98278"
LINCOLN DRUGS INC,25901 COOLIDGE RD,,"OAK PARK, MI 48237"
WALGREEN CO.,1299 OAK RIDGE TURNPIKE,,"OAK RIDGE, TN 37830"
RIVER OAK PHARMACY,1080 WEST F STREET,SUITE D,"OAKDALE, CA 95361"
"TARA'S THRIFTY WHITE, LLC",610 MAIN AVENUE,,"OAKES, ND 58474"
NEW OAKLAND PHARMACY - LAKE MERRITT,250 E18TH ST,3RD FLOOR,"OAKLAND, CA 94606"
OAKLAND PHARMACY INC.,388 - 9TH STREET,#108,"OAKLAND, CA 94607"
NEW OAKLAND PHARMACY #1,333 NINTH STREET,,"OAKLAND, CA 94607"
KAISER FOUNDAT HLTH PLAN,3505 BROADWAY,,"OAKLAND, CA 94611"
KAISER PERMAENENTE PHRMCY #102,3701 BROADWAY,FLOOR 1,"OAKLAND, CA 94611"
KAISER FOUNDA HLTH PLAN,KFHP FABIOLA 1 PHARMACY #115,3801 HOWE STREET,"OAKLAND, CA 94611"
KAISER PERMANENTE PHARMACY #105,"3600 BROADWAY, FL 1",,"OAKLAND, CA 94611"
WELLSPRING PHARMACY,4184 C PIEDMONT AVENUE,,"OAKLAND, CA 94611"
VITACARE PHARMACY,2447 TELEGRAPH AVE,,"OAKLAND, CA 94612"
VET ADMINISTRATION,PHARMACY SERVICE,2221 MARTIN LUTHER KING JR WAY,"OAKLAND, CA 94612"
OAKLEY HEALTH MART PHARMACY,103 CENTER AVE,,"OAKLEY, KS 67748"
"RX CARE 7, LLC",1426 S PINE AVE,,"OCALA, FL 34471"
WALGREEN CO.,3500 SE MARICAMP ROAD,,"OCALA, FL 34471"
WALGREEN CO,3752 MISSION AVE,,"OCEANSIDE, CA 92058"
WALGREEN CO.,1021 SUMMIT AVE.,,"OCONOMOWOC, WI 53066"
PROHEALTH CARE PHARMACY,791 SUMMIT AVE,,"OCONOMOWOC, WI 53066"
MEDICAL CENTER HOSPITAL,500-600 WEST 4TH STREET,,"ODESSA, TX 79761"
USAF-OFFUTT,502 CUSTER DRIVE,ATTN: LOGISTICS VAULT CUSTODIAN,"OFFUTT AFB, NE 68113"
USAF- OFFUTT AFB,"2501 CAPEHART RD, STE I105",ATTN:LOGISTICS VAULT CUSTODIAN,"OFFUTT AFB, NE 68113"
WEBER COUNTY HUMAN SERVICES,PHARMACY,237 26TH STREET,"OGDEN, UT 84401"
L T DEE PHARMACY,4401 HARRISON BLVD,,"OGDEN, UT 84403"
"IHC HEALTH SERVICES, INC.",3895 HARRISON BLVD,,"OGDEN, UT 84403"
IHC HEALTH CENTER PHARMACY,NORTH OGDEN,2400 N WASHINGTON BLVD,"OGDEN, UT 84414"
USPHS INDIAN HEALTH CENTER,WHITE EARTH,40520 CO. HWY 34,"OGEMA, MN 56569"
OKANOGAN VALLEY PROFESSIONAL PHARMACY LLC,236 N. 2ND AVE,,"OKANOGAN, WA 98840"
WALGREEN CO,138 OKATIE CENTER BLVD S,,"OKATIE, SC 29909"
EXCHANGE PHARMACY,2300 EXCHANGE AVENUE,,"OKLAHOMA CITY, OK 73108"
PRIME RX PHARMACY,"1024 SW 44TH STREET, STE 700",,"OKLAHOMA CITY, OK 73109"
WALGREEN CO.,5120 N MAY AVENUE,,"OKLAHOMA CITY, OK 73112"
THRIFTY PHARMACY,10904-L NORTH MAY AVENUE,,"OKLAHOMA CITY, OK 73120"
FAMILY HEALTH  PHARMACY,10021 SOUTH WESTERN AVENUE,,"OKLAHOMA CITY, OK 73139"
VIC VENA PHARMACY INC,1322 WEST STATE STREET,,"OLEAN, NY 14760"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",20950 GOVERNORS HWY.,,"OLYMPIA FIELDS, IL 60461"
US ARMY-MADIGAN-SOUTH SOUND MEDICAL HOME PHARMACY,500 LILLY RD NE,STE 120,"OLYMPIA, WA 98506"
ELMWOOD PHARMACY,808 S. 52ND,,"OMAHA, NE 68106"
VIA RX,825 N 90TH ST,,"OMAHA, NE 68114"
KOHLL/RXMPSS,5110 L STREET,,"OMAHA, NE 68117"
WALGREEN CO.,2605 S 171ST ST,,"OMAHA, NE 68130"
KOHLL'S PHARMACY & HOMECARE,5000 DODGE STREET,,"OMAHA, NE 68132"
WALGREEN CO.,9001 BLONDO STREET,,"OMAHA, NE 68134"
NEIGHBORHOOD LTC PHARMACY,5115 SOUTH 111TH ST,,"OMAHA, NE 68137"
KOHLL'S PHARMACY & HOMECARE,12739 Q STREET,,"OMAHA, NE 68137"
NE MEDICAL CTR CLINIC PHARM,989200 NEBRASKA MEDICAL CENTER,,"OMAHA, NE 68198"
OMAK PHARMACY INC,903 ENGH RD,SUITE#A,"OMAK, WA 98841"
GUNDERSEN LUTHERAN CLIN PHARM,3111 GUNDERSEN DRIVE,,"ONALASKA, WI 54650"
STANGEL PHARMACY INC,821 IOWA AVE,,"ONAWA, IA 51040"
SHOPKO PHARMACY #2677,2220 HWY 175,,"ONAWA, IA 51040"
THUNDER BAY PHARMACY ONAWAY,21258 WEST M-68 HIGHWAY,PO BOX 722,"ONAWAY, MI 49765"
"WALGREEN LOUISIANA CO., INC.",410 CRESWELL LANE,,"OPELOUSAS, LA 70570"
WALGREEN CO.,897 SAXON BLVD,,"ORANGE CITY, FL 32763"
ORDWAY PHARMACY,231 MAIN STREET,,"ORDWAY, CO 81063"
GENOA A QOL HEALTHCARE COMPANY LLC,998 LIBRARY CT. ROOM 4,,"OREGON CITY, OR 97045"
GENOA A QOL HEALTHCARE COMPANY LLC,"110 BEAVERCREEK RD, STE 102",,"OREGON CITY, OR 97045"
UNIVERSITY OF UTAH,145 WEST 1300 SOUTH,,"OREM, UT 84058"
WALGREEN CO.,14680 S LA GRANGE ROAD,,"ORLAND PARK, IL 60462"
AIDS HEALTHCARE FOUNDATION,1701 NORTH MILLS AVENUE,,"ORLANDO, FL 32803"
WALGREEN CO.,408 E MICHIGAN STREET,,"ORLANDO, FL 32806"
"ASPIRE HEALTH PARTNERS, INC.",PRINCETON PLAZA PHARMACY,1800 MERCY DRIVE,"ORLANDO, FL 32808"
RX PLUS PHARMACY LLC,717 W LANCASTER ROAD,,"ORLANDO, FL 32809"
"HOLIDAY CVS, L.L.C.",7599 W SAND LAKE RD,,"ORLANDO, FL 32819"
WALGREEN CO.,7650 W SAND LAKE RD,,"ORLANDO, FL 32819"
"HOLIDAY CVS, L.L.C.",7300 CURRY FORD RD.,,"ORLANDO, FL 32822"
WALGREEN CO.,12279 LAKE UNDERHILL RD,,"ORLANDO, FL 32825"
WALGREEN CO.,12100 S. APOPKA VINELAND RD.,,"ORLANDO, FL 32836"
BENZER FL5 LLC,500 W. GRANADA BLVD SUITE 4,,"ORMOND BEACH, FL 32174"
"HOLIDAY CVS, L.L.C.",795 W. GRANADA BLVD,,"ORMOND BEACH, FL 32174"
CARESITE PHARMACY,300 HOLLYWOOD BLVD,,"ORWIGSBURG, PA 17961"
S.M.C. REGIONAL MEDICAL CENTER,611 W. LEE STREET,PO BOX 607,"OSCEOLA, AR 72370"
"HY-VEE, INC.",510 W MCLANE,,"OSCEOLA, IA 50213"
OSSINEKE PHARMACY,11745 US 23 SOUTH,,"OSSINEKE, MI 49766"
HEALTHSMART,203 MAIN STREET,,"OSSINING, NY 10562"
OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 E NORRIS DR,,"OTTAWA, IL 61350"
THRUSH FAMILY PHARMACY INC,900 FIRST AVENUE,,"OTTAWA, IL 61350"
WALGREEN CO.,1445 S MAIN STREET,,"OTTAWA, KS 66067"
DBA NUCARA PHARMACY #16,107 W MAIN,,"OTTUMWA, IA 52501"
WALGREEN CO.,7500 METCALF AVE,,"OVERLAND PARK, KS 66204"
ST LUKES SOUTH HOSPITAL,12300 METCALF AVENUE,,"OVERLAND PARK, KS 66213"
ASTRUP DRUG INC,PHARMACY,1601 STATE AVE NW,"OWATONNA, MN 55060"
EMORY CENTRE PHARMACY,527 EMORY DRIVE,,"OWENSBORO, KY 42301"
MS STATE VETERANS HOME,120 VETERANS BLVD,,"OXFORD, MS 38655"
PROFESSIONAL PHARMACY,140 ROXBORO RD.,,"OXFORD, NC 27565"
CENTRAL AVENUE PHARMACY,MAIN FLOOR SE CORNER,133 15TH STREET,"PACIFIC GROVE, CA 93950"
LOURDES HOSPITAL INC PHARMACY,1530 LONE OAK RD,,"PADUCAH, KY 42003"
CANYONLANDS COMMUNITY HEALTHCARE,467 VISTA AVE,,"PAGE, AZ 86040"
TUBA CITY REGIONAL HEALTH CARE CORPORATION,3 MILES SOUTH COPPERMINE ROAD,PO BOX 4810,"PAGE, AZ 86040"
RURAL HEALTH CARE INC,DBA / AZALEA HEALTH,"1302 RIVER ST, PO DRAWER 817","PALATKA, FL 32177"
WALGREEN CO.,719 HWY 19 S,,"PALATKA, FL 32177"
RX CARE FOUR LLC,1270 MALABAR RD S.E,SUITE #2,"PALM BAY, FL 32907"
"HOLIDAY CVS, L.L.C.",11000 N. MILITARY TRAIL,,"PALM BEACH GARDENS, FL 33410"
WALGREEN CO.,3053 SW MARTIN DOWNS BLVD,,"PALM CITY, FL 34990"
"RURAL HEALTH CARE, INC",460 PALM COAST PARKWAY SW,SUITE # 5,"PALM COAST, FL 32137"
WALGREEN CO.,1109 PALM COAST PARKWAY SW,,"PALM COAST, FL 32137"
"HOLIDAY CVS, L.L.C.",5151 BELLE TERRE PKWY,,"PALM COAST, FL 32137"
"GARFIELD BEACH CVS, L.L.C.",42155 WASHINGTON ST.,,"PALM DESERT, CA 92211"
KAISER PERMANENTE PHARMACY 868,75-036 GERALD FORD DR.,PALM DESERT PHARMACY,"PALM DESERT, CA 92211"
WALGREEN CO.,44840 MONTEREY AVE.,,"PALM DESERT, CA 92260"
MEDROCK PHARMACY LLC,3209 TAMPA ROAD,,"PALM HARBOR, FL 34684"
WALGREEN CO.,3184 S CONGRESS AVE,,"PALM SPRINGS, FL 33461"
MAXIMART PHARMACY,240 CAMBRIDGE,,"PALO ALTO, CA 94306"
KAISER FOUNDATION HEALTH PLAN,PHARMACY #279,13652 CANTARA STREET,"PANORAMA CITY, CA 91402"
KAISER PERMANENTE PHRMCY 253,13652 CANTARA ST,1ST FL RM 12RO1,"PANORAMA CITY, CA 91402"
AUBURN PHARMACY INC,1011 BAPTISTE DRIVE,,"PAOLA, KS 66071"
FEATHER RIVER PHARMACY,5125 SKYWAY,,"PARADISE, CA 95969"
ESSENT PRMC LP,NORTH CAMPUS,865 DESHONG DRIVE,"PARIS, TX 75462"
UNIVERSITY OF UTAH,1743 WEST REDSTONE CENTER DR,SUITE 115,"PARK CITY, UT 84098"
YE OLDE MEDICINE SHOPPE,LAURELYN W LARSON R PH,503 PARK STREET WEST,"PARK RIVER, ND 58270"
ALLHEALTH NETWORK PHARMACY AT PARKER,9397 CROWN CREST BLVD,STE 101,"PARKER, CO 80138"
WALGREEN CO.,5400 PEARL ROAD,,"PARMA, OH 44129"
TAT PARSHALL TELEPHARMACY,107 3 STREET SE,PO BOX 145,"PARSHALL, ND 58770"
"WALGREEN EASTERN CO., INC.",200 BALDWIN RD. SUITE 200,,"PARSIPPANY, NJ 07054"
KAISER PERMANENTE PHRMCY #041,"3280 FOOTHILL BLVD, 1ST FLR, STE 16",,"PASADENA, CA 91107"
RIVIERA DRUGS LLC,8541 FORTSMALL WOOD ROAD,UNIT G,"PASADENA, MD 21122"
WALGREEN CO.,3707 SPENCER HWY.,,"PASADENA, TX 77504"
PHARMHOUSE PHARMACY,4500 E. SAM HOUSTON PKWY S.,STE. 100,"PASADENA, TX 77505"
WALGREEN CO.,5506 N ROAD 68,,"PASCO, WA 99301"
IMGRX SLO INC,416 SPRING ST,,"PASO ROBLES, CA 93446"
45TH MEDICAL GROUP SATELLITE PHARMACY,1361 S. PATRICK DRIVE,,"PATRICK AFB, FL 32925"
THRIFTY WHITE PHARMACY #077,127 N. MAIN STREET,,"PAULLINA, IA 51046"
PAW PAW VILLAGE DRUGS,322 E. MICHIGAN AVENUE,,"PAW PAW, MI 49079"
INDIAN HEALTH SRVC HOSPITAL,1201 HERITAGE CIRCLE,RT 2 BOX 1,"PAWNEE, OK 74058"
"WALGREEN EASTERN CO., INC.",100 BROAD ST,,"PAWTUCKET, RI 02860"
HUDSON DRUG SHOP,108 N MARKET STREET,PO BOX 70,"PAXTON, IL 60957"
WALGREEN CO.,3287 BROADWAY ST.,,"PEARLAND, TX 77581"
PECOS VALLEY MEDICAL CENTER,199 STATE HWY 50,POST OFFICE BOX 710,"PECOS, NM 87552"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",2020 COURT STREET,,"PEKIN, IL 61554"
PARK COURT PHARMACY,600 S 13TH ST,,"PEKIN, IL 61554"
WALGREEN CO.,15911 PINES BLVD.,,"PEMBROKE PINES, FL 33027"
YELLOWHAWK TRIBAL HEALTH CTR,73265 CONFEDERATED WAY,P.O. BOX 160,"PENDLETON, OR 97801"
"WALGREEN EASTERN CO., INC.",4601 WESTFIELD AVENUE,,"PENNSAUKEN, NJ 08110"
WALGREEN CO.,6314 N 9TH AVE,,"PENSACOLA, FL 32504"
"HOLIDAY CVS, L.L.C.",6888 N 9TH AVE,,"PENSACOLA, FL 32504"
USN- NAVAL HOSPITAL,6000 WEST HIGHWAY 98,BUILDING 2268,"PENSACOLA, FL 32512"
WALGREEN ARIZONA DRUG CO.,9050 W UNION HILLS DRIVE,,"PEORIA, AZ 85382"
ONCOLOGY HEMATOLOGY ASSOC,8940 N. WOOD SAGE ROAD,,"PEORIA, IL 61615"
ST FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,,"PEORIA, IL 61637"
PERKINS FAMILY CLINIC PHARMACY,509 E HWY 33,,"PERKINS, OK 74059"
SHOPKO PHARMACY #2680,1305 141ST ST,,"PERRY, IA 50220"
"WALGREEN EASTERN CO., INC.",520 CONVERY BLVD.,,"PERTH AMBOY, NJ 08861"
WALGREEN CO.,1033 SHOOTING PARK ROAD,,"PERU, IL 61354"
JUDY'S DRUG STORE INC,24 NORTH MAIN ST,,"PETERSBURG, WV 26847"
GRANT MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,P. O. BOX 1019,"PETERSBURG, WV 26847"
USAF CLINIC PETERSON SGL,559 VINCENT STREET,BLDG. 959,"PETERSON AFB, CO 80914"
R & R PRESCRIPTION SERVICES,560 WEST MITCHELL,SUITE #200,"PETOSKEY, MI 49770"
GRAND AVE PHARMACY,1615 GRAND AVENUE PKWY,SUITE 104,"PFLUGERVILLE, TX 78660"
WALGREEN CO.,2515 CRAWFORD ROAD,,"PHENIX CITY, AL 36867"
"JEFFEX, INC.",111 S 11TH STREET,SUITE 1850,"PHILADELPHIA, PA 19107"
WALGREEN EASTERN CO. INC.,1 SOUTH BROAD STREET,,"PHILADELPHIA, PA 19107"
"WALGREEN EASTERN CO., INC.",4001 KENSINGTON AVE.,,"PHILADELPHIA, PA 19124"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",2400 ARAMINGO AVENUE,,"PHILADELPHIA, PA 19125"
TANG PHARMACY IV,900 N BROAD ST,,"PHILADELPHIA, PA 19130"
BROAD & LEHIGH PHARMACY,1300 WEST LEHIGH AVENUE,SUITE 102,"PHILADELPHIA, PA 19132"
URBANCARE PHARMACY,169 W LEHIGH AVE,,"PHILADELPHIA, PA 19133"
TACONY PHARMACY,7100 TORRESDALE AVE,,"PHILADELPHIA, PA 19135"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",1405 SOUTH 10TH STREET,,"PHILADELPHIA, PA 19147"
METHODIST HOSPITAL APOTHECARY,2301 SOUTH BROAD STREET,,"PHILADELPHIA, PA 19148"
WALGREEN ARIZONA DRUG CO.,3605 E THOMAS RD,,"PHOENIX, AZ 85018"
WALGREEN ARIZONA DRUG CO.,5101 WEST INDIAN SCHOOL,,"PHOENIX, AZ 85031"
"MOUNTAIN PARK HEALTH CENTER, MARYVALE",6601 W THOMAS RD.,,"PHOENIX, AZ 85033"
BANNER FAMILY PHARMACY - ESTRELLA,9201 W THOMAS ROAD,,"PHOENIX, AZ 85037"
MOUNTAIN PARK HEALTH CENTER,635 EAST BASELINE ROAD,,"PHOENIX, AZ 85042"
WALGREEN ARIZONA DRUG CO.,4249 W GLENDALE AVE,,"PHOENIX, AZ 85051"
MAYO HOSPITAL OUTPTNT PHARM,5777 E MAYO BLVD,,"PHOENIX, AZ 85054"
OSWEGO VALLEY PHARMACY INC,464 MAIN STREET,,"PHOENIX, NY 13135"
SCHEURER FAMILY PHARMACY,168 N. CASEVILLE ROAD,,"PIGEON, MI 48755"
